year,provider_type,provider_id,claims,beneficiaries,payment_amount,payment_per_claim,peer_count,payment_per_claim_q1,payment_per_claim_q3,claims_q1,claims_q3,review_flag,reason_codes
2008,facility_inpatient,3100VC,97,69,857000.0,8835.051546391753,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,1100SK,99,70,855700.0,8643.434343434343,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,1500QB,98,82,853300.0,8707.142857142857,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,2100NQ,92,69,848000.0,9217.391304347826,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,0700QA,86,73,835900.0,9719.767441860466,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,4401DM,99,66,829000.0,8373.737373737375,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,3400ZQ,88,70,828070.0,9409.886363636364,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,1400RU,94,63,828000.0,8808.510638297872,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,1001NA,75,58,817000.0,10893.333333333334,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,36008A,82,68,808800.0,9863.414634146342,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,4900NA,100,79,761300.0,7613.0,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,05018N,87,70,761000.0,8747.12643678161,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,1002ZT,90,75,757000.0,8411.111111111111,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,2600QH,76,47,752200.0,9897.368421052632,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,1800SA,78,62,722300.0,9260.25641025641,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,2300KS,81,55,702000.0,8666.666666666666,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,0300DD,82,72,702000.0,8560.975609756097,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,3301KT,63,57,696000.0,11047.619047619048,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,3100VM,83,64,687400.0,8281.927710843374,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,1402CR,75,56,664000.0,8853.333333333334,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,4502NS,57,44,655000.0,11491.228070175439,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,5130XG,67,36,649000.0,9686.567164179105,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,0500VS,76,49,647010.0,8513.28947368421,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,5201TA,68,46,646200.0,9502.941176470587,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,3301BB,74,65,645080.0,8717.297297297297,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,1900PA,84,68,638500.0,7601.190476190476,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,2000HG,86,67,637100.0,7408.139534883721,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,0501RV,61,50,625000.0,10245.901639344262,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,3600TU,63,39,625000.0,9920.63492063492,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,1600GH,78,54,623750.0,7996.794871794872,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,2200GD,75,54,617000.0,8226.666666666666,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,2100ZH,87,65,611300.0,7026.436781609195,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,4200NV,46,36,608000.0,13217.391304347826,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,1002YC,60,56,605300.0,10088.333333333334,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,0502VR,68,60,604000.0,8882.35294117647,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,3700AC,66,50,599700.0,9086.363636363636,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,14018H,77,67,599200.0,7781.818181818182,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,3600TD,57,42,596970.0,10473.157894736842,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,0300GU,47,42,592500.0,12606.382978723404,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,2100BM,57,48,592000.0,10385.964912280702,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,10S0MP,48,45,590000.0,12291.666666666666,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,2302ZH,65,52,590000.0,9076.923076923076,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,3100PS,64,46,590000.0,9218.75,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,3901PD,61,52,587600.0,9632.786885245901,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,3700JD,71,50,582000.0,8197.18309859155,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,2600PG,60,53,577000.0,9616.666666666666,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,0300CC,58,37,575400.0,9920.689655172413,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,4500YG,54,35,575000.0,10648.148148148148,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,4500PK,55,46,571300.0,10387.272727272728,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,3900NM,67,52,571280.0,8526.567164179105,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,2200MM,66,59,569000.0,8621.212121212122,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,1300ZH,48,28,569000.0,11854.166666666666,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,1800TK,65,46,561000.0,8630.76923076923,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,0507AB,61,47,559400.0,9170.491803278688,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,0600GH,61,40,553600.0,9075.409836065573,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,4506UA,57,50,549400.0,9638.59649122807,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,4400XJ,57,46,548320.0,9619.649122807017,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,0900UA,47,38,548000.0,11659.574468085106,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,3600CS,75,59,545000.0,7266.666666666667,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,3300JQ,59,55,544000.0,9220.338983050848,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,06018D,60,42,534000.0,8900.0,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,0800NT,52,36,533000.0,10250.0,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,10026U,65,47,533000.0,8200.0,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,4900GV,73,62,532300.0,7291.780821917808,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,1800AD,62,45,527000.0,8500.0,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,3302ND,50,48,525100.0,10502.0,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,0502KN,56,53,523000.0,9339.285714285714,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,5001PC,51,38,509000.0,9980.392156862745,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,3800BU,45,37,509000.0,11311.111111111111,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,1900AJ,56,35,506000.0,9035.714285714286,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,1000UU,57,37,498000.0,8736.842105263158,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,3800ZR,58,46,497000.0,8568.965517241379,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,1401YS,55,38,494710.0,8994.727272727272,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,1001WM,53,40,494040.0,9321.509433962265,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,3901KR,62,44,492000.0,7935.4838709677415,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,1000AQ,58,57,490000.0,8448.275862068966,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,2301UP,47,42,489000.0,10404.255319148937,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,4900CN,44,35,480000.0,10909.09090909091,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,3200ZG,57,29,476400.0,8357.894736842105,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,1100KJ,47,32,470000.0,10000.0,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,4507BT,48,40,469000.0,9770.833333333334,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,1000VV,51,49,467800.0,9172.549019607843,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,3601WR,52,42,449800.0,8650.0,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,3900GK,49,35,447900.0,9140.816326530612,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,33038A,31,19,447600.0,14438.709677419354,2408,6333.333333333333,11000.0,2.0,11.0,False,
2008,facility_inpatient,4900CD,48,36,447000.0,9312.5,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,4400WA,43,33,439000.0,10209.302325581395,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,10016B,53,43,436400.0,8233.962264150943,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,0600PR,34,26,433000.0,12735.29411764706,2408,6333.333333333333,11000.0,2.0,11.0,False,
2008,facility_inpatient,0101MC,49,30,433000.0,8836.734693877552,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,2100RT,45,32,425000.0,9444.444444444445,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,1900ZP,40,26,422200.0,10555.0,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,4300HB,38,19,412000.0,10842.105263157895,2408,6333.333333333333,11000.0,2.0,11.0,False,
2008,facility_inpatient,4503JQ,44,22,411000.0,9340.90909090909,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,01S1YV,45,37,411000.0,9133.333333333334,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,3100XU,49,39,410300.0,8373.469387755102,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,4500WC,56,54,410000.0,7321.428571428572,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,0300QR,41,37,408000.0,9951.219512195123,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,2200TM,40,37,401000.0,10025.0,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,45086P,40,23,397100.0,9927.5,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,3400RD,39,36,397000.0,10179.48717948718,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,3302WQ,41,28,397000.0,9682.926829268292,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,0504VD,36,35,394600.0,10961.111111111111,2408,6333.333333333333,11000.0,2.0,11.0,False,
2008,facility_inpatient,0503NV,45,34,393000.0,8733.333333333334,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,4200ZV,52,44,393000.0,7557.692307692308,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,2600GD,53,44,391000.0,7377.358490566037,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,1402QV,38,36,389000.0,10236.842105263158,2408,6333.333333333333,11000.0,2.0,11.0,False,
2008,facility_inpatient,3301WK,37,24,389000.0,10513.513513513513,2408,6333.333333333333,11000.0,2.0,11.0,False,
2008,facility_inpatient,3101AB,44,28,389000.0,8840.90909090909,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,1000ZT,34,33,387000.0,11382.35294117647,2408,6333.333333333333,11000.0,2.0,11.0,False,
2008,facility_inpatient,33026U,52,41,385000.0,7403.846153846154,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,4300HR,42,31,381000.0,9071.42857142857,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,10016R,36,26,380000.0,10555.555555555555,2408,6333.333333333333,11000.0,2.0,11.0,False,
2008,facility_inpatient,67006C,30,25,379000.0,12633.333333333334,2408,6333.333333333333,11000.0,2.0,11.0,False,
2008,facility_inpatient,4200SD,41,33,378800.0,9239.024390243903,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,2300AH,41,22,369400.0,9009.756097560976,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,1900JS,28,22,368000.0,13142.857142857143,2408,6333.333333333333,11000.0,2.0,11.0,False,
2008,facility_inpatient,4900GQ,37,28,368000.0,9945.945945945947,2408,6333.333333333333,11000.0,2.0,11.0,False,
2008,facility_inpatient,14016U,39,35,367100.0,9412.820512820514,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,2200MT,32,29,364800.0,11400.0,2408,6333.333333333333,11000.0,2.0,11.0,False,
2008,facility_inpatient,0505YJ,47,44,358600.0,7629.787234042553,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,1000NG,31,26,357800.0,11541.935483870968,2408,6333.333333333333,11000.0,2.0,11.0,False,
2008,facility_inpatient,3900UC,43,27,356000.0,8279.06976744186,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,1002QQ,34,32,354000.0,10411.764705882353,2408,6333.333333333333,11000.0,2.0,11.0,False,
2008,facility_inpatient,0501BG,40,26,352000.0,8800.0,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,3303YT,41,37,351000.0,8560.975609756097,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,5200GV,32,28,350000.0,10937.5,2408,6333.333333333333,11000.0,2.0,11.0,False,
2008,facility_inpatient,3302UU,26,23,348000.0,13384.615384615385,2408,6333.333333333333,11000.0,2.0,11.0,False,
2008,facility_inpatient,0600RM,35,28,348000.0,9942.857142857143,2408,6333.333333333333,11000.0,2.0,11.0,False,
2008,facility_inpatient,3902DM,31,19,347000.0,11193.548387096775,2408,6333.333333333333,11000.0,2.0,11.0,False,
2008,facility_inpatient,1002CR,29,28,347000.0,11965.51724137931,2408,6333.333333333333,11000.0,2.0,11.0,False,
2008,facility_inpatient,3900MB,36,29,344700.0,9575.0,2408,6333.333333333333,11000.0,2.0,11.0,False,
2008,facility_inpatient,3300VG,35,26,340000.0,9714.285714285714,2408,6333.333333333333,11000.0,2.0,11.0,False,
2008,facility_inpatient,5000PS,43,36,338600.0,7874.418604651163,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,4200QS,32,28,337000.0,10531.25,2408,6333.333333333333,11000.0,2.0,11.0,False,
2008,facility_inpatient,3304NA,41,34,333500.0,8134.1463414634145,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,2601MU,35,32,332000.0,9485.714285714286,2408,6333.333333333333,11000.0,2.0,11.0,False,
2008,facility_inpatient,2200QQ,33,30,331000.0,10030.30303030303,2408,6333.333333333333,11000.0,2.0,11.0,False,
2008,facility_inpatient,2200YC,35,30,331000.0,9457.142857142857,2408,6333.333333333333,11000.0,2.0,11.0,False,
2008,facility_inpatient,4500BM,37,28,330000.0,8918.918918918918,2408,6333.333333333333,11000.0,2.0,11.0,False,
2008,facility_inpatient,3100ZR,30,27,329000.0,10966.666666666666,2408,6333.333333333333,11000.0,2.0,11.0,False,
2008,facility_inpatient,5200GH,44,35,328000.0,7454.545454545455,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,4508MT,33,31,327000.0,9909.09090909091,2408,6333.333333333333,11000.0,2.0,11.0,False,
2008,facility_inpatient,39T2HB,33,29,327000.0,9909.09090909091,2408,6333.333333333333,11000.0,2.0,11.0,False,
2008,facility_inpatient,3602GC,32,26,326000.0,10187.5,2408,6333.333333333333,11000.0,2.0,11.0,False,
2008,facility_inpatient,3301MU,32,24,326000.0,10187.5,2408,6333.333333333333,11000.0,2.0,11.0,False,
2008,facility_inpatient,1102VS,35,34,323900.0,9254.285714285714,2408,6333.333333333333,11000.0,2.0,11.0,False,
2008,facility_inpatient,0400DH,22,19,323000.0,14681.818181818182,2408,6333.333333333333,11000.0,2.0,11.0,False,
2008,facility_inpatient,4506GH,26,17,323000.0,12423.076923076924,2408,6333.333333333333,11000.0,2.0,11.0,False,
2008,facility_inpatient,4401TT,27,23,320000.0,11851.851851851852,2408,6333.333333333333,11000.0,2.0,11.0,False,
2008,facility_inpatient,3400DH,38,27,319900.0,8418.421052631578,2408,6333.333333333333,11000.0,2.0,11.0,False,
2008,facility_inpatient,3400BT,33,31,318000.0,9636.363636363636,2408,6333.333333333333,11000.0,2.0,11.0,False,
2008,facility_inpatient,45T8NA,42,29,318000.0,7571.428571428572,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,10S0NQ,23,19,315000.0,13695.652173913044,2408,6333.333333333333,11000.0,2.0,11.0,False,
2008,facility_inpatient,2500XJ,38,31,313200.0,8242.105263157895,2408,6333.333333333333,11000.0,2.0,11.0,False,
2008,facility_inpatient,1002AV,25,23,310000.0,12400.0,2408,6333.333333333333,11000.0,2.0,11.0,False,
2008,facility_inpatient,4200VR,39,30,309900.0,7946.153846153846,2408,6333.333333333333,11000.0,2.0,11.0,True,HIGH_CLAIM_VOLUME
2008,facility_inpatient,10S0QS,31,24,309800.0,9993.548387096775,2408,6333.333333333333,11000.0,2.0,11.0,False,
2008,facility_inpatient,2500PG,32,18,309600.0,9675.0,2408,6333.333333333333,11000.0,2.0,11.0,False,
