year,beneficiary_percentile,cumulative_payment_share
2009,76,0.9994487734287636
2009,77,0.9996620255684661
2009,78,0.9998225044893884
2009,79,0.9999327854612159
2009,80,0.9999929279132491
2009,81,1.0000022583134163
2009,82,1.0000022583134163
2009,83,1.0000022583134163
2009,84,1.0000022583134163
2009,85,1.0000022583134163
2009,86,1.0000022583134163
2009,87,1.0000022583134163
2009,88,1.0000022583134163
2009,89,1.0000022583134163
2009,90,1.0000022583134163
2009,91,1.0000022583134163
2009,92,1.0000022583134163
2009,93,1.0000022583134163
2009,94,1.0000022583134163
2009,95,1.0000022583134163
2009,96,1.0000022583134163
2009,97,1.0000022583134163
2009,98,1.0000022583134163
2009,99,1.0000022583134163
2009,100,1.0
2010,1,0.16797071598592678
2010,2,0.26008128154776605
2010,3,0.3283147210480089
2010,4,0.3838945247018908
2010,5,0.4308345452925838
2010,6,0.47115904367608397
2010,7,0.5057957101630116
2010,8,0.53596723486274
2010,9,0.5626572178372964
2010,10,0.5866313052893555
2010,11,0.6083871044698992
2010,12,0.6283676382500268
2010,13,0.6468084042226895
2010,14,0.6639172066916195
2010,15,0.6799622241213014
2010,16,0.6950354303198826
2010,17,0.7092658746199934
2010,18,0.7227295914932912
2010,19,0.7355245886761792
2010,20,0.7476412397860069
2010,21,0.7591833423400467
2010,22,0.7701734276542117
2010,23,0.7806798569965979
2010,24,0.7907220226452979
2010,25,0.8003526604356999
2010,26,0.8095956619334395
2010,27,0.8184717796663314
2010,28,0.8270224838118075
2010,29,0.8352575402653101
2010,30,0.8431881100502016
2010,31,0.8508145070702642
2010,32,0.8581654012042604
2010,33,0.8652504188348408
2010,34,0.872090242733424
2010,35,0.878681140932823
2010,36,0.8850538411254831
2010,37,0.8912013676718028
2010,38,0.8971346025695606
2010,39,0.9028588821830515
2010,40,0.9083763689605523
2010,41,0.9136948058620206
2010,42,0.9188167041177131
2010,43,0.9237599911214059
2010,44,0.9285225741812186
2010,45,0.9331088130719022
2010,46,0.9375124994742111
2010,47,0.9417460151484385
2010,48,0.9458103018059303
2010,49,0.9497118119133182
2010,50,0.95344988278484
2010,51,0.9570240610039215
2010,52,0.9604434149020449
2010,53,0.9637049449541816
2010,54,0.9668225675613367
2010,55,0.9697835173030391
2010,56,0.9725945954279007
2010,57,0.9752577202368118
2010,58,0.9777722988004063
2010,59,0.9801380520931
2010,60,0.9823641182027711
2010,61,0.9844453351561144
2010,62,0.9863795056266556
2010,63,0.9881588866544365
2010,64,0.9897854662967438
2010,65,0.9912785321970761
2010,66,0.9926298879789012
2010,67,0.9938490553902756
2010,68,0.994940080302168
2010,69,0.9959040439387168
2010,70,0.9967415392292881
2010,71,0.9974695518563119
2010,72,0.9980813154493745
2010,73,0.9985924903193818
2010,74,0.999009110394589
2010,75,0.9993514399080388
2010,76,0.9996206298402656
2010,77,0.9998232372924948
2010,78,0.9999538910222332
2010,79,1.0000074290561758
2010,80,1.0000074290561758
2010,81,1.0000074290561758
2010,82,1.0000074290561758
2010,83,1.0000074290561758
2010,84,1.0000074290561758
2010,85,1.0000074290561758
2010,86,1.0000074290561758
2010,87,1.0000074290561758
2010,88,1.0000074290561758
2010,89,1.0000074290561758
2010,90,1.0000074290561758
2010,91,1.0000074290561758
2010,92,1.0000074290561758
2010,93,1.0000074290561758
2010,94,1.0000074290561758
2010,95,1.0000074290561758
2010,96,1.0000074290561758
2010,97,1.0000074290561758
2010,98,1.0000074290561758
2010,99,1.0000074290561758
2010,100,1.0
