provider_type,provider_id,year,claims,beneficiaries,payment_amount,payment_per_claim,peer_count,reason_codes,rank_in_group,note
facility_outpatient,2301GU,2008,1612,754,450950.0,279.7456575682382,5969,HIGH_CLAIM_VOLUME,4,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_outpatient,3400ZQ,2008,1380,1066,393600.0,285.2173913043478,5969,HIGH_CLAIM_VOLUME,5,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_outpatient,4500NJ,2008,1395,1084,386600.0,277.1326164874552,5969,HIGH_CLAIM_VOLUME,6,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_outpatient,3300KJ,2008,1361,590,382140.0,280.7788390889052,5969,HIGH_CLAIM_VOLUME,7,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_outpatient,1700JJ,2008,1357,533,372400.0,274.4288872512896,5969,HIGH_CLAIM_VOLUME,8,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_outpatient,3302QH,2008,1036,423,357440.0,345.019305019305,5969,HIGH_CLAIM_VOLUME,9,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_outpatient,10018S,2008,1302,440,331370.0,254.5084485407066,5969,HIGH_CLAIM_VOLUME,10,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_outpatient,1402JQ,2008,1047,659,326790.0,312.12034383954153,5969,HIGH_CLAIM_VOLUME,11,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_outpatient,3902NU,2008,1233,478,320910.0,260.2676399026764,5969,HIGH_CLAIM_VOLUME,12,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_outpatient,0500RN,2008,886,423,320300.0,361.51241534988714,5969,HIGH_CLAIM_VOLUME,13,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_outpatient,1000VH,2008,1243,659,319850.0,257.32099758648434,5969,HIGH_CLAIM_VOLUME,14,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_outpatient,3600WB,2008,1224,329,311730.0,254.6813725490196,5969,HIGH_CLAIM_VOLUME,15,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_outpatient,0500DH,2008,1052,439,290780.0,276.4068441064639,5969,HIGH_CLAIM_VOLUME,16,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_outpatient,4600BC,2008,855,319,288610.0,337.55555555555554,5969,HIGH_CLAIM_VOLUME,17,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_outpatient,3600QA,2008,941,336,277400.0,294.79277364505845,5969,HIGH_CLAIM_VOLUME,18,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_outpatient,1100TC,2008,739,289,274060.0,370.8525033829499,5969,HIGH_CLAIM_VOLUME,19,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_outpatient,1401XB,2008,875,581,246760.0,282.01142857142855,5969,HIGH_CLAIM_VOLUME,20,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_outpatient,4500DP,2008,952,350,246250.0,258.6659663865546,5969,HIGH_CLAIM_VOLUME,21,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_outpatient,4503XA,2008,825,541,245730.0,297.8545454545455,5969,HIGH_CLAIM_VOLUME,22,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_outpatient,2900PS,2008,737,274,244010.0,331.0854816824966,5969,HIGH_CLAIM_VOLUME,23,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_outpatient,1000GD,2008,964,509,239590.0,248.53734439834025,5969,HIGH_CLAIM_VOLUME,24,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_outpatient,05036H,2008,892,334,229940.0,257.78026905829597,5969,HIGH_CLAIM_VOLUME,25,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,0888901330,2008,10733,8314,925620.0,86.24056647721979,443325,HIGH_CLAIM_VOLUME,1,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,8207899456,2008,7702,6434,645140.0,83.7626590495975,443325,HIGH_CLAIM_VOLUME,2,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,9979265126,2008,6878,5743,602990.0,87.6693806339052,443325,HIGH_CLAIM_VOLUME,3,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,1973668724,2008,6062,3026,510660.0,84.23952490927087,443325,HIGH_CLAIM_VOLUME,4,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,2052541087,2008,5827,4955,487790.0,83.71203020422173,443325,HIGH_CLAIM_VOLUME,5,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,1052105939,2008,5417,4519,467840.0,86.36514676019937,443325,HIGH_CLAIM_VOLUME,6,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,7961400834,2008,4844,4274,419380.0,86.57720891824938,443325,HIGH_CLAIM_VOLUME,7,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,2866295111,2008,4632,4016,406300.0,87.71588946459413,443325,HIGH_CLAIM_VOLUME,8,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,3552796390,2008,4571,2877,397750.0,87.01597024721067,443325,HIGH_CLAIM_VOLUME,9,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,0941734431,2008,4561,3943,395410.0,86.69370752028064,443325,HIGH_CLAIM_VOLUME,10,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,0329757128,2008,4172,3640,382080.0,91.58197507190796,443325,HIGH_CLAIM_VOLUME,11,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,7132269719,2008,3816,2303,320740.0,84.05136268343816,443325,HIGH_CLAIM_VOLUME,12,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,6585316279,2008,3704,3241,306020.0,82.61879049676025,443325,HIGH_CLAIM_VOLUME,13,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,0479815821,2008,3380,1443,304430.0,90.0680473372781,443325,HIGH_CLAIM_VOLUME,14,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,6502930399,2008,3518,3109,300100.0,85.30415008527572,443325,HIGH_CLAIM_VOLUME,15,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,5040521237,2008,3270,2202,289680.0,88.58715596330275,443325,HIGH_CLAIM_VOLUME,16,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,3517371403,2008,3354,1917,273850.0,81.64877757901014,443325,HIGH_CLAIM_VOLUME,17,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,6955475791,2008,3179,1618,268030.0,84.31267694243473,443325,HIGH_CLAIM_VOLUME,18,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,5038386362,2008,3050,2776,258690.0,84.81639344262295,443325,HIGH_CLAIM_VOLUME,19,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,5554267915,2008,2968,2697,254530.0,85.75808625336927,443325,HIGH_CLAIM_VOLUME,20,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,9900572834,2008,3001,2725,254070.0,84.66177940686438,443325,HIGH_CLAIM_VOLUME,21,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,4332659805,2008,3105,1507,250580.0,80.70209339774557,443325,HIGH_CLAIM_VOLUME,22,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,7183629035,2008,2867,2081,248990.0,86.84687826996861,443325,HIGH_CLAIM_VOLUME,23,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,7481398045,2008,2917,2144,235600.0,80.7679122386013,443325,HIGH_CLAIM_VOLUME,24,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,3265059745,2008,2655,2366,222030.0,83.62711864406779,443325,HIGH_CLAIM_VOLUME,25,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_inpatient,23006G,2009,305,265,3092600.0,10139.672131147541,2374,HIGH_CLAIM_VOLUME,1,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_inpatient,1000AH,2009,253,227,2507400.0,9910.671936758894,2374,HIGH_CLAIM_VOLUME,2,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_inpatient,3600NG,2009,200,157,2070100.0,10350.5,2374,HIGH_CLAIM_VOLUME,3,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_inpatient,1401RR,2009,166,151,1533700.0,9239.156626506025,2374,HIGH_CLAIM_VOLUME,4,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_inpatient,3400XN,2009,155,139,1527000.0,9851.612903225807,2374,HIGH_CLAIM_VOLUME,5,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_inpatient,2600ZT,2009,171,149,1476500.0,8634.502923976608,2374,HIGH_CLAIM_VOLUME,6,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_inpatient,3100JN,2009,127,109,1401700.0,11037.007874015748,2374,HIGH_CLAIM_VOLUME,7,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_inpatient,0501MA,2009,146,134,1380000.0,9452.054794520547,2374,HIGH_CLAIM_VOLUME,8,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_inpatient,2100WC,2009,149,133,1247000.0,8369.127516778524,2374,HIGH_CLAIM_VOLUME,9,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_inpatient,4500DP,2009,121,110,1216000.0,10049.586776859504,2374,HIGH_CLAIM_VOLUME,10,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_inpatient,3301QB,2009,109,102,1196000.0,10972.477064220184,2374,HIGH_CLAIM_VOLUME,11,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_inpatient,4400MM,2009,105,91,1174050.0,11181.42857142857,2374,HIGH_CLAIM_VOLUME,12,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_inpatient,1100TC,2009,122,96,1170000.0,9590.16393442623,2374,HIGH_CLAIM_VOLUME,13,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_inpatient,0503SD,2009,128,120,1138600.0,8895.3125,2374,HIGH_CLAIM_VOLUME,14,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_inpatient,3100VC,2009,113,91,1137000.0,10061.946902654867,2374,HIGH_CLAIM_VOLUME,15,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_inpatient,3401MN,2009,99,88,1110300.0,11215.151515151516,2374,HIGH_CLAIM_VOLUME,16,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_inpatient,4500NJ,2009,93,83,1107040.0,11903.655913978495,2374,HIGH_CLAIM_VOLUME,17,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_inpatient,0400AC,2009,121,103,1104000.0,9123.96694214876,2374,HIGH_CLAIM_VOLUME,18,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_inpatient,4900NA,2009,93,78,1078000.0,11591.397849462366,2374,HIGH_CLAIM_VOLUME,19,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_inpatient,1002DC,2009,116,105,1049000.0,9043.103448275862,2374,HIGH_CLAIM_VOLUME,20,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_inpatient,1700JJ,2009,108,89,1017500.0,9421.296296296296,2374,HIGH_CLAIM_VOLUME,21,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_inpatient,1500QB,2009,91,87,969800.0,10657.142857142857,2374,HIGH_CLAIM_VOLUME,22,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_inpatient,1400RU,2009,96,72,968900.0,10092.708333333334,2374,HIGH_CLAIM_VOLUME,23,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_inpatient,2100ZH,2009,87,78,962500.0,11063.218390804597,2374,HIGH_CLAIM_VOLUME,24,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_inpatient,1000AV,2009,89,77,938000.0,10539.32584269663,2374,HIGH_CLAIM_VOLUME,25,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_outpatient,0502NA,2009,4117,1422,1200860.0,291.6832645129949,6016,HIGH_CLAIM_VOLUME,1,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_outpatient,2201DT,2009,2493,1038,709590.0,284.632972322503,6016,HIGH_CLAIM_VOLUME,2,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_outpatient,0505TK,2009,2356,885,673050.0,285.6748726655348,6016,HIGH_CLAIM_VOLUME,3,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_outpatient,2301GU,2009,1785,833,553320.0,309.98319327731093,6016,HIGH_CLAIM_VOLUME,4,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_outpatient,3300KJ,2009,1697,719,531330.0,313.0995875073659,6016,HIGH_CLAIM_VOLUME,5,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_outpatient,4500NJ,2009,1571,1233,462080.0,294.13112667091025,6016,HIGH_CLAIM_VOLUME,6,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_outpatient,3400ZQ,2009,1576,1208,461340.0,292.7284263959391,6016,HIGH_CLAIM_VOLUME,7,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_outpatient,10018S,2009,1491,525,441330.0,295.9959758551308,6016,HIGH_CLAIM_VOLUME,8,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_outpatient,1700JJ,2009,1485,586,428720.0,288.7003367003367,6016,HIGH_CLAIM_VOLUME,9,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_outpatient,4600BC,2009,983,395,402950.0,409.91861648016277,6016,HIGH_CLAIM_VOLUME,10,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_outpatient,3600WB,2009,1431,386,392000.0,273.93431167016075,6016,HIGH_CLAIM_VOLUME,11,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_outpatient,3302QH,2009,1191,483,368150.0,309.10999160369437,6016,HIGH_CLAIM_VOLUME,12,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_outpatient,1000VH,2009,1335,727,346480.0,259.5355805243446,6016,HIGH_CLAIM_VOLUME,13,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_outpatient,3902NU,2009,1419,593,339670.0,239.37279774489076,6016,HIGH_CLAIM_VOLUME,14,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_outpatient,0500RN,2009,1017,487,331170.0,325.63421828908554,6016,HIGH_CLAIM_VOLUME,15,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_outpatient,1000KS,2009,955,454,330480.0,346.0523560209424,6016,HIGH_CLAIM_VOLUME,16,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_outpatient,1100TC,2009,840,333,322770.0,384.25,6016,HIGH_CLAIM_VOLUME,17,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_outpatient,0500DH,2009,1120,497,319770.0,285.50892857142856,6016,HIGH_CLAIM_VOLUME,18,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_outpatient,5000CG,2009,1183,710,312230.0,263.93068469991545,6016,HIGH_CLAIM_VOLUME,19,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_outpatient,3303NG,2009,1030,322,307060.0,298.11650485436894,6016,HIGH_CLAIM_VOLUME,20,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_outpatient,4500DP,2009,1051,415,301690.0,287.05042816365363,6016,HIGH_CLAIM_VOLUME,21,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_outpatient,1000GD,2009,1133,594,295260.0,260.6001765225066,6016,HIGH_CLAIM_VOLUME,22,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_outpatient,1401XB,2009,1032,655,294050.0,284.9321705426357,6016,HIGH_CLAIM_VOLUME,23,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_outpatient,1402JQ,2009,1053,694,291310.0,276.64767331433995,6016,HIGH_CLAIM_VOLUME,24,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_outpatient,3600QA,2009,963,361,290930.0,302.1079958463136,6016,HIGH_CLAIM_VOLUME,25,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,0888901330,2009,11499,8963,988730.0,85.98399860857465,458087,HIGH_CLAIM_VOLUME,1,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,8207899456,2009,8369,6926,739480.0,88.35942167523001,458087,HIGH_CLAIM_VOLUME,2,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,9979265126,2009,7698,6401,693040.0,90.02857885164978,458087,HIGH_CLAIM_VOLUME,3,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,1973668724,2009,6537,3222,586510.0,89.7215848248432,458087,HIGH_CLAIM_VOLUME,4,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,2052541087,2009,6468,5517,566130.0,87.5278293135436,458087,HIGH_CLAIM_VOLUME,5,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,1052105939,2009,5913,4910,543780.0,91.96347031963471,458087,HIGH_CLAIM_VOLUME,6,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,7961400834,2009,5317,4659,474980.0,89.33233026142561,458087,HIGH_CLAIM_VOLUME,7,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,2866295111,2009,5008,4372,452970.0,90.44928115015975,458087,HIGH_CLAIM_VOLUME,8,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,0941734431,2009,4985,4226,448140.0,89.89769307923771,458087,HIGH_CLAIM_VOLUME,9,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,3552796390,2009,4994,3104,431270.0,86.35762915498599,458087,HIGH_CLAIM_VOLUME,10,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,0329757128,2009,4624,3979,409460.0,88.55103806228374,458087,HIGH_CLAIM_VOLUME,11,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,6585316279,2009,4071,3626,358260.0,88.00294767870302,458087,HIGH_CLAIM_VOLUME,12,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,7132269719,2009,4006,2487,354760.0,88.55716425361958,458087,HIGH_CLAIM_VOLUME,13,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,6502930399,2009,3839,3409,346880.0,90.35686376660588,458087,HIGH_CLAIM_VOLUME,14,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,0479815821,2009,3826,1614,336470.0,87.94302143230529,458087,HIGH_CLAIM_VOLUME,15,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,3517371403,2009,3548,2004,308970.0,87.08286358511837,458087,HIGH_CLAIM_VOLUME,16,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,5038386362,2009,3341,3010,302960.0,90.67943729422329,458087,HIGH_CLAIM_VOLUME,17,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,5040521237,2009,3498,2377,297920.0,85.16866781017724,458087,HIGH_CLAIM_VOLUME,18,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,4332659805,2009,3470,1646,296300.0,85.38904899135447,458087,HIGH_CLAIM_VOLUME,19,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,5554267915,2009,3153,2875,295900.0,93.84712971772915,458087,HIGH_CLAIM_VOLUME,20,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,7481398045,2009,3310,2365,290680.0,87.81873111782477,458087,HIGH_CLAIM_VOLUME,21,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,6955475791,2009,3314,1715,287370.0,86.71394085697042,458087,HIGH_CLAIM_VOLUME,22,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,9900572834,2009,3187,2920,278970.0,87.53373078129903,458087,HIGH_CLAIM_VOLUME,23,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,7183629035,2009,3034,2177,271750.0,89.56822676334872,458087,HIGH_CLAIM_VOLUME,24,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,3265059745,2009,2892,2561,263410.0,91.08229598893499,458087,HIGH_CLAIM_VOLUME,25,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_inpatient,1000AH,2010,142,137,1282800.0,9033.802816901409,2063,HIGH_CLAIM_VOLUME,1,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_inpatient,23006G,2010,150,143,1270800.0,8472.0,2063,HIGH_CLAIM_VOLUME,2,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_inpatient,3600NG,2010,108,93,1201000.0,11120.37037037037,2063,HIGH_CLAIM_VOLUME,3,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_inpatient,2100WC,2010,82,74,1023000.0,12475.609756097561,2063,HIGH_CLAIM_VOLUME,4,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_inpatient,0501MA,2010,87,83,941800.0,10825.28735632184,2063,HIGH_CLAIM_VOLUME,5,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_inpatient,2600ZT,2010,82,75,840940.0,10255.365853658537,2063,HIGH_CLAIM_VOLUME,6,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_inpatient,1401RR,2010,83,79,813380.0,9799.759036144578,2063,HIGH_CLAIM_VOLUME,7,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_inpatient,2201YM,2010,71,68,714300.0,10060.56338028169,2063,HIGH_CLAIM_VOLUME,8,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_inpatient,3400XN,2010,74,64,688000.0,9297.297297297297,2063,HIGH_CLAIM_VOLUME,9,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_inpatient,1002DC,2010,73,67,675300.0,9250.684931506848,2063,HIGH_CLAIM_VOLUME,10,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_inpatient,1001ZQ,2010,75,67,633000.0,8440.0,2063,HIGH_CLAIM_VOLUME,11,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_inpatient,1000AV,2010,51,48,617000.0,12098.039215686274,2063,HIGH_CLAIM_VOLUME,12,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_inpatient,2000HG,2010,57,53,610000.0,10701.754385964912,2063,HIGH_CLAIM_VOLUME,13,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_inpatient,0503SD,2010,66,65,588000.0,8909.09090909091,2063,HIGH_CLAIM_VOLUME,14,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_inpatient,4500DP,2010,61,57,565400.0,9268.852459016394,2063,HIGH_CLAIM_VOLUME,15,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_inpatient,1700JJ,2010,56,52,565000.0,10089.285714285714,2063,HIGH_CLAIM_VOLUME,16,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
